myanmar,mlcts,syllable_count,myanmar_syllables,mlcts_syllables
သင်္ကြန်မိုး,sangkranmui:,3,သင်|ကြန်|မိုး,sang|kran|mui:
သင်္ကြန်ရေ,sangkranre,3,သင်|ကြန်|ရေ,sang|kran|re
သင်္ကြန်ရေ,sangkranre,3,သင်|ကြန်|ရေ,sang|kran|re
သင်္ကြန်လက်ဆေးမိုး,sangkranlakhce:mui:,5,သင်|ကြန်|လက်|ဆေး|မိုး,sang|kran|lak|hce:|mui:
သင်္ကြန်လက်ဆေးမိုး,sangkranlakhce:mui:,5,သင်|ကြန်|လက်|ဆေး|မိုး,sang|kran|lak|hce:|mui:
သင်္ကြန်အမြောက်,sangkrana.mrauk,4,သင်|ကြန်|အ|မြောက်,sang|kran|a.|mrauk
သင်္ကြန်အမြောက်,sangkrana.mrauk,4,သင်|ကြန်|အ|မြောက်,sang|kran|a.|mrauk
သင်ကြား,sangkra:,2,သင်|ကြား,sang|kra:
သင်ခန်းစာ,sanghkan:ca,3,သင်|ခန်း|စာ,sang|hkan:|ca
သင်္ခမ်း,sanghkam:,2,သင်|ခမ်း,sang|hkam:
သင်္ခါရ,sanghkara.,3,သင်|ခါ|ရ,sang|hka|ra.
သင်္ခါရလောက,sanghkara.lau:ka.,5,သင်|ခါ|ရ|လော|က,sang|hka|ra.|lau:|ka.
သင်္ခါရက္ခန္ဓာ,sanghkara.hka.dha,5,သင်|ခါ|ရက်|ခန်|ဓာ,sang|hka|rak|hkan|dha
သင်္ခေပ,sanghkepa.,3,သင်|ခေ|ပ,sang|hke|pa.
သင်္ချာ,sanghkya,2,သင်|ချာ,sang|hkya
သင်္ချာပစ္စည်း,sanghkyapa.cany:,4,သင်|ချာ|ပစ်|စည်း,sang|hkya|pac|cany:
သင်္ချိုင်း,sanghkyuing:,2,သင်|ချိုင်း,sang|hkyuing:
သင်္ချိုင်းကုန်း,sanghkyuing:kun:,3,သင်|ချိုင်း|ကုန်း,sang|hkyuing:|kun:
သင်္ချေ,sanghkye,2,သင်|ချေ,sang|hkye
သင်္ဂဟ,sangga.ha.,3,သင်|ဂ|ဟ,sang|ga.|ha.
သင်္ဂဟတရားလေးပါး,sangga.ha.ta.ra:le:pa:,7,သင်|ဂ|ဟ|တ|ရား|လေး|ပါး,sang|ga.|ha.|ta.|ra:|le:|pa:
သင်္ဂါယနာ,sanggaya.na,4,သင်|ဂါ|ယ|နာ,sang|ga|ya.|na
သင်္ဂါယနာတင်,sanggaya.natang,5,သင်|ဂါ|ယ|နာ|တင်,sang|ga|ya.|na|tang
သင်္ဂြိုဟ်,sanggrui,2,သင်|ဂြိုဟ်,sang|grui
သင်္ဃာ,sanggha,2,သင်|ဃာ,sang|gha
သင်္ဃာစင်,sangghacang,3,သင်|ဃာ|စင်,sang|gha|cang
သင်္ဃာတ,sangghata.,3,သင်|ဃာ|တ,sang|gha|ta.
သင်တန်း,sangtan:,2,သင်|တန်း,sang|tan:
သင်တန်းဆင်း,sangtan:hcang:,3,သင်|တန်း|ဆင်း,sang|tan:|hcang:
သင်တန်းဆင်း,sangtan:hcang:,3,သင်|တန်း|ဆင်း,sang|tan:|hcang:
သင်တန်းပေး,sangtan:pe:,3,သင်|တန်း|ပေး,sang|tan:|pe:
သင်တန်းသား,sangtan:sa:,3,သင်|တန်း|သား,sang|tan:|sa:
သင်တိုင်း,sangtuing:,2,သင်|တိုင်း,sang|tuing:
သင်တိုင်းဝတ်,sangtuing:wat,3,သင်|တိုင်း|ဝတ်,sang|tuing:|wat
သင်တုန်းဓား,sangtun:dha:,3,သင်|တုန်း|ဓား,sang|tun:|dha:
သင်နည်းမှတ်ချက်,sangnany:hmathkyak,4,သင်|နည်း|မှတ်|ချက်,sang|nany:|hmat|hkyak
သင်ပန်း,sangpan:,2,သင်|ပန်း,sang|pan:
သင်ပုတ်,sangput,2,သင်|ပုတ်,sang|put
သင်ပုတ်စင်,sangputcang,3,သင်|ပုတ်|စင်,sang|put|cang
သင်ပုတ်ပလ္လင်,sangputpa.lang,4,သင်|ပုတ်|ပလ်|လင်,sang|put|pak|lang
သင်ပုန်း,sangpun:,2,သင်|ပုန်း,sang|pun:
သင်ပုန်းကျောက်,sangpun:kyauk,3,သင်|ပုန်း|ကျောက်,sang|pun:|kyauk
သင်ပုန်းကြီး,sangpun:kri:,3,သင်|ပုန်း|ကြီး,sang|pun:|kri:
သင်ပုန်းခေါင်း,sangpun:hkaung:,3,သင်|ပုန်း|ခေါင်း,sang|pun:|hkaung:
သင်ပုန်းချေ,sangpun:hkye,3,သင်|ပုန်း|ချေ,sang|pun:|hkye
သင်ပေါင်း,sangpaung:,2,သင်|ပေါင်း,sang|paung:
သင်ပေါင်းစာ,sangpaung:ca,3,သင်|ပေါင်း|စာ,sang|paung:|ca
သင်ပေါင်းပိုး,sangpaung:pui:,3,သင်|ပေါင်း|ပိုး,sang|paung:|pui:
သင်ပေး,sangpe:,2,သင်|ပေး,sang|pe:
သင်ပြ,sangpra.,2,သင်|ပြ,sang|pra.
သင်ဖျာ,sanghpya,2,သင်|ဖျာ,sang|hpya
သင်ဖြူး,sanghpru:,2,သင်|ဖြူး,sang|hpru:
သင်္ဘော,sangbhau:,2,သင်|ဘော,sang|bhau:
သင်္ဘောကျင်း,sangbhau:kyang:,3,သင်|ဘော|ကျင်း,sang|bhau:|kyang:
သင်္ဘောကြမ်း,sangbhau:kram:,3,သင်|ဘော|ကြမ်း,sang|bhau:|kram:
သင်္ဘောခြစ်,sangbhau:hkrac,3,သင်|ဘော|ခြစ်,sang|bhau:|hkrac
သင်္ဘောခွေး,sangbhau:hkwe:,3,သင်|ဘော|ခွေး,sang|bhau:|hkwe:
သင်္ဘောဆားပုပ်,sangbhau:hca:pup,4,သင်|ဘော|ဆား|ပုပ်,sang|bhau:|hca:|pup
သင်္ဘောဆိပ်,sangbhau:hcip',3,သင်|ဘော|ဆိပ်,sang|bhau:|hcip'
သင်္ဘောဆီးဖြူ,sangbhau:hci:hpru,4,သင်|ဘော|ဆီး|ဖြူ,sang|bhau:|hci:|hpru
သင်္ဘောဆေး,sangbhau:hce:,3,သင်|ဘော|ဆေး,sang|bhau:|hce:
သင်္ဘောနာနတ်,sangbhau:nanat,4,သင်|ဘော|နာ|နတ်,sang|bhau:|na|nat
သင်္ဘောမညှိုး,sangbhau:ma.hnyui:,4,သင်|ဘော|မ|ညှိုး,sang|bhau:|ma.|hnyui:
သင်္ဘောမန်ကျည်း,sangbhau:mankyany:,4,သင်|ဘော|မန်|ကျည်း,sang|bhau:|man|kyany:
သင်္ဘောမဲဇလီ,sangbhau:mai:ja.li,5,သင်|ဘော|မဲ|ဇ|လီ,sang|bhau:|mai:|ja.|li
သင်္ဘောလက်ပံ,sangbhau:lakpam,4,သင်|ဘော|လက်|ပံ,sang|bhau:|lak|pam
သင်္ဘောသား,sangbhau:sa:,3,သင်|ဘော|သား,sang|bhau:|sa:
သင်္ဘောဩဇာ,sangbhau:au:ja,4,သင်|ဘော|ဩ|ဇာ,sang|bhau:|au:|ja
သင်္ဘောအိမ်မြှောင်,sangbhau:imhmraung,4,သင်|ဘော|အိမ်|မြှောင်,sang|bhau:|im|hmraung
သင်ယူ,sangyu,2,သင်|ယူ,sang|yu
သင်ရိုး,sangrui:,2,သင်|ရိုး,sang|rui:
သင်ရိုးကျွတ်,sangrui:kywat,3,သင်|ရိုး|ကျွတ်,sang|rui:|kywat
သင်ရိုးညွှန်းတမ်း,sangrui:hnywan:tam:,4,သင်|ရိုး|ညွှန်း|တမ်း,sang|rui:|hnywan:|tam:
သင်ရိုးပိဋကတ်,sangrui:pi.ta.kat,5,သင်|ရိုး|ပိ|ဋ|ကတ်,sang|rui:|pi.|ta.|kat
သင်ရိုးမာတိကာ,sangrui:mati.ka,5,သင်|ရိုး|မာ|တိ|ကာ,sang|rui:|ma|ti.|ka
သင်္သကရိုက်,sangsa.ka.ruik,4,သင်|သ|က|ရိုက်,sang|sa.|ka.|ruik
သင်အူကြိုး,sangukrui:,3,သင်|အူ|ကြိုး,sang|u|krui:
သင်းကျစ်,sang:kyac,2,သင်း|ကျစ်,sang:|kyac
သင်းကျော,sang:kyau:,2,သင်း|ကျော,sang:|kyau:
သင်းကြောင်,sang:kraung,2,သင်း|ကြောင်,sang:|kraung
သင်းကြွပ်,sang:krwap,2,သင်း|ကြွပ်,sang:|krwap
သင်းကွပ်,sang:kwap,2,သင်း|ကွပ်,sang:|kwap
သင်းကွဲ,sang:kwai:,2,သင်း|ကွဲ,sang:|kwai:
သင်းချော,sang:hkyau:,2,သင်း|ချော,sang:|hkyau:
သင်းခွေ,sang:hkwe,2,သင်း|ခွေ,sang:|hkwe
သင်းခွေချပ်,sang:hkwehkyap,3,သင်း|ခွေ|ချပ်,sang:|hkwe|hkyap
သင်းခွဲ,sang:hkwai:,2,သင်း|ခွဲ,sang:|hkwai:
သင်းပိုင်,sang:puing,2,သင်း|ပိုင်,sang:|puing
သင်းဝင်,sang:wang,2,သင်း|ဝင်,sang:|wang
သင်းသတ်,sang:sat,2,သင်း|သတ်,sang:|sat
သင်းသီး,sang:si:,2,သင်း|သီး,sang:|si:
သင်းအုံ,sang:um,2,သင်း|အုံ,sang:|um
သစ်ကပ်ပင်,sackappang,3,သစ်|ကပ်|ပင်,sac|kap|pang
သစ်ကိုင်း,sackuing:,2,သစ်|ကိုင်း,sac|kuing:
သစ်ကုလားအုတ်,sacku.la:ut,4,သစ်|ကု|လား|အုတ်,sac|ku.|la:|ut
သစ်ကျုတ်,sackyut,2,သစ်|ကျုတ်,sac|kyut
သစ်ကြား,sackra:,2,သစ်|ကြား,sac|kra:
သစ်ကြီးဝါးကြီး,sackri:wa:kri:,4,သစ်|ကြီး|ဝါး|ကြီး,sac|kri:|wa:|kri:
သစ်ကြံပိုး,sackrampui:,3,သစ်|ကြံ|ပိုး,sac|kram|pui:
သစ်ခက်,sachkak,2,သစ်|ခက်,sac|hkak
သစ်ခက်တဲ,sachkaktai:,3,သစ်|ခက်|တဲ,sac|hkak|tai:
သစ်ခုတ်ကျားစီး,sachkutkya:ci:,4,သစ်|ခုတ်|ကျား|စီး,sac|hkut|kya:|ci:
သစ်ခေါက်ဆိုး,sachkaukhcui:,3,သစ်|ခေါက်|ဆိုး,sac|hkauk|hcui:
သစ်ခေါင်း,sachkaung:,2,သစ်|ခေါင်း,sac|hkaung:
သစ်ချ,sachkya.,2,သစ်|ချ,sac|hkya.
သစ်ချို,sachkyui,2,သစ်|ချို,sac|hkyui
သစ်ခွ,sachkwa.,2,သစ်|ခွ,sac|hkwa.
သစ်ခွရည်,sachkwa.rany,3,သစ်|ခွ|ရည်,sac|hkwa.|rany
သစ်ခွဲ,sachkwai:,2,သစ်|ခွဲ,sac|hkwai:
သစ်ငုတ်,sacngut,2,သစ်|ငုတ်,sac|ngut
သစ္စာ,sa.ca,2,သစ်|စာ,sac|ca
သစ္စာခံ,sa.cahkam,3,သစ်|စာ|ခံ,sac|ca|hkam
သစ်စာစောင့်,saccacaung.,3,သစ်|စာ|စောင့်,sac|ca|caung.
သစ္စာဆို,sa.cahcui,3,သစ်|စာ|ဆို,sac|ca|hcui
သစ္စာတည်,sa.catany,3,သစ်|စာ|တည်,sac|ca|tany
သစ္စာတိုင်,sa.catuing,3,သစ်|စာ|တိုင်,sac|ca|tuing
သစ္စာတိုင်,sa.catuing,3,သစ်|စာ|တိုင်,sac|ca|tuing
သစ္စာထား,sa.cahta:,3,သစ်|စာ|ထား,sac|ca|hta:
သစ္စာနှံ,sa.cahnam,3,သစ်|စာ|နှံ,sac|ca|hnam
သစ္စာပန်း,sa.capan:,3,သစ်|စာ|ပန်း,sac|ca|pan:
သစ္စာပေး,sa.cape:,3,သစ်|စာ|ပေး,sac|ca|pe:
သစ္စာပြု,sa.capru.,3,သစ်|စာ|ပြု,sac|ca|pru.
သစ္စာဖောက်,sa.cahpauk,3,သစ်|စာ|ဖောက်,sac|ca|hpauk
သစ္စာဖောက်,sa.cahpauk,3,သစ်|စာ|ဖောက်,sac|ca|hpauk
သစ္စာမဲ့,sa.camai.,3,သစ်|စာ|မဲ့,sac|ca|mai.
သစ္စာရေ,sa.care,3,သစ်|စာ|ရေ,sac|ca|re
သစ္စာရှိ,sa.cahri.,3,သစ်|စာ|ရှိ,sac|ca|hri.
သစ္စာလေးပါး,sa.cale:pa:,4,သစ်|စာ|လေး|ပါး,sac|ca|le:|pa:
သစ်စိမ်းချိုးချိုး,saccim:hkyui:hkyui:,4,သစ်|စိမ်း|ချိုး|ချိုး,sac|cim:|hkyui:|hkyui:
သစ်စိမ်းမြေဩဇာ,saccim:mreau:ja,5,သစ်|စိမ်း|မြေ|ဩ|ဇာ,sac|cim:|mre|au:|ja
သစ်စေး,sacce:,2,သစ်|စေး,sac|ce:
သစ်စေး,sacce:,2,သစ်|စေး,sac|ce:
သစ်စေးကိုင်,sacce:kuing,3,သစ်|စေး|ကိုင်,sac|ce:|kuing
သစ်စေးစက်,sacce:cak,3,သစ်|စေး|စက်,sac|ce:|cak
သစ်စေးထိုး,sacce:htui:,3,သစ်|စေး|ထိုး,sac|ce:|htui:
သစ်ဆင်စွယ်,sachcangcwai,3,သစ်|ဆင်|စွယ်,sac|hcang|cwai
သစ်ဆင်း,sachcang:,2,သစ်|ဆင်း,sac|hcang:
သစ်ဆည်းလည်း,sachcany:lany:,3,သစ်|ဆည်း|လည်း,sac|hcany:|lany:
သစ်ဆိပ်,sachcip',2,သစ်|ဆိပ်,sac|hcip'
သစ်ဆိမ့်,sachcim.,2,သစ်|ဆိမ့်,sac|hcim.
သစ်ဆွေးမြေ,sachcwe:mre,3,သစ်|ဆွေး|မြေ,sac|hcwe:|mre
သစ်တက်ငန်း,sactakngan:,3,သစ်|တက်|ငန်း,sac|tak|ngan:
သစ်တန်တွက်,sactantwak,3,သစ်|တန်|တွက်,sac|tan|twak
သစ်တပ်,sactap,2,သစ်|တပ်,sac|tap
သစ်တာ,sacta,2,သစ်|တာ,sac|ta
သစ်တို,sactui,2,သစ်|တို,sac|tui
သစ်တုံး,sactum:,2,သစ်|တုံး,sac|tum:
သစ်တော,sactau:,2,သစ်|တော,sac|tau:
သစ်တောက်ငှက်,sactaukhngak,3,သစ်|တောက်|ငှက်,sac|tauk|hngak
သစ်တော်,sactau,2,သစ်|တော်,sac|tau
သစ်ထုတ်,sachtut,2,သစ်|ထုတ်,sac|htut
သစ်ထွင်းပန်းချီ,sachtwang:pan:hkyi,4,သစ်|ထွင်း|ပန်း|ချီ,sac|htwang:|pan:|hkyi
သစ်နက်,sacnak,2,သစ်|နက်,sac|nak
သစ်ပကန်,sacpa.kan,3,သစ်|ပ|ကန်,sac|pa.|kan
သစ်ပလွေ,sacpa.lwe,3,သစ်|ပ|လွေ,sac|pa.|lwe
သစ်ပင်,sacpang,2,သစ်|ပင်,sac|pang
သစ်ပုပ်,sacpup,2,သစ်|ပုပ်,sac|pup
သစ်ပွ,sacpwa.,2,သစ်|ပွ,sac|pwa.
သစ်မင်း,sacmang:,2,သစ်|မင်း,sac|mang:
သစ်မည်စည်,sacmanycany,3,သစ်|မည်|စည်,sac|many|cany
သစ်မာ,sacma,2,သစ်|မာ,sac|ma
သစ်မျက်,sacmyak,2,သစ်|မျက်,sac|myak
သစ်မွှေး,sachmwe:,2,သစ်|မွှေး,sac|hmwe:
သစ်ရည်တက်,sacranytak,3,သစ်|ရည်|တက်,sac|rany|tak
သစ်ရည်တက်ချိန်,sacranytakhkyin,4,သစ်|ရည်|တက်|ချိန်,sac|rany|tak|hkyin
သစ်ရပ်,sacrap,2,သစ်|ရပ်,sac|rap
သစ်ရာ,sacra,2,သစ်|ရာ,sac|ra
သစ်လုံး,saclum:,2,သစ်|လုံး,sac|lum:
သစ်လွင်,saclwang,2,သစ်|လွင်,sac|lwang
သစ်သစ်,sacsac,2,သစ်|သစ်,sac|sac
သစ်သား,sacsa:,2,သစ်|သား,sac|sa:
သစ်သီး,sacsi:,2,သစ်|သီး,sac|si:
သစ်သီးဝလံ,sacsi:wa.lam,4,သစ်|သီး|ဝ|လံ,sac|si:|wa.|lam
သစ်သော့,sacsau.,2,သစ်|သော့,sac|sau.
သစ်အယ်,sacai,2,သစ်|အယ်,sac|ai
သစ်ဥသစ်ဖု,sacu.sachpu.,4,သစ်|ဥ|သစ်|ဖု,sac|u.|sac|hpu.
သဉ္ဇာလီ,sa.jali,3,သဉ်|ဇာ|လီ,sany|ja|li
သည့်ကလောက်,sany.ka.lauk,3,သည့်|က|လောက်,sany.|ka.|lauk
သည့်နောက်,sany.nauk,2,သည့်|နောက်,sany.|nauk
သည့်ပြင်,sany.prang,2,သည့်|ပြင်,sany.|prang
သည့်အတွက်,sany.a.twak,3,သည့်|အ|တွက်,sany.|a.|twak
သည်ထွေး,sanyhtwe:,2,သည်|ထွေး,sany|htwe:
သည်နှင့်,sanyhnang.,2,သည်|နှင့်,sany|hnang.
သည်နှယ်,sanyhnai,2,သည်|နှယ်,sany|hnai
သည်ပင်,sanypang,2,သည်|ပင်,sany|pang
သည်မ,sanyma.,2,သည်|မ,sany|ma.
သည်မှာ,sanyhma,2,သည်|မှာ,sany|hma
သည်ရံ,sanyram,2,သည်|ရံ,sany|ram
သည်လို,sanylui,2,သည်|လို,sany|lui
သည်သို့,sanysui.,2,သည်|သို့,sany|sui.
သည်းကြိုး,sany:krui:,2,သည်း|ကြိုး,sany:|krui:
သည်းခံ,sany:hkam,2,သည်း|ခံ,sany:|hkam
သည်းချာ,sany:hkya,2,သည်း|ချာ,sany:|hkya
သည်းခြေ,sany:hkre,2,သည်း|ခြေ,sany:|hkre
သည်းခြေ,sany:hkre,2,သည်း|ခြေ,sany:|hkre
သည်းခြေကြိုက်,sany:hkrekruik,3,သည်း|ခြေ|ကြိုက်,sany:|hkre|kruik
သည်းခြေပျက်,sany:hkrepyak,3,သည်း|ခြေ|ပျက်,sany:|hkre|pyak
သည်းခြေမရှိ,sany:hkrema.hri.,4,သည်း|ခြေ|မ|ရှိ,sany:|hkre|ma.|hri.
သည်းခြေရည်,sany:hkrerany,3,သည်း|ခြေ|ရည်,sany:|hkre|rany
သည်းခြေအိတ်,sany:hkreit,3,သည်း|ခြေ|အိတ်,sany:|hkre|it
သည်းညည်းခံ,sany:nyany:hkam,3,သည်း|ညည်း|ခံ,sany:|nyany:|hkam
သည်းထန်,sany:htan,2,သည်း|ထန်,sany:|htan
သည်းပွတ်,sany:pwat,2,သည်း|ပွတ်,sany:|pwat
သည်းအူ,sany:u,2,သည်း|အူ,sany:|u
သဏ္ဌာန်,sa.htan,2,သဏ်|ဌာန်,sak|htan
သတ်စုံ,satcum,2,သတ်|စုံ,sat|cum
သတ်စေ့နှက်သုံးချက်ညီ,satce.hnaksum:hkyaknyi,6,သတ်|စေ့|နှက်|သုံး|ချက်|ညီ,sat|ce.|hnak|sum:|hkyak|nyi
သတ်ဆစ်,sathcac,2,သတ်|ဆစ်,sat|hcac
သတ်ညွှန်း,sathnywan:,2,သတ်|ညွှန်း,sat|hnywan:
သတ္တဌာန,sa.ta.htana.,4,သတ်|တ|ဌာ|န,sat|ta.|hta|na.
သတ္တဗေဒ,sa.ta.beda.,4,သတ်|တ|ဗေ|ဒ,sat|ta.|be|da.
သတ္တဘာဂနတ်,sa.ta.bhaga.nat,5,သတ်|တ|ဘာ|ဂ|နတ်,sat|ta.|bha|ga.|nat
သတ္တမ,sa.ta.ma.,3,သတ်|တ|မ,sat|ta.|ma.
သတ္တရဘန်,sa.ta.ra.bhan,4,သတ်|တ|ရ|ဘန်,sat|ta.|ra.|bhan
သတ္တလောက,sa.ta.lau:ka.,4,သတ်|တ|လော|က,sat|ta.|lau:|ka.
သတ္တဝါ,sa.ta.wa,3,သတ်|တ|ဝါ,sat|ta.|wa
သတ္တဝါ,sa.ta.wa,3,သတ်|တ|ဝါ,sat|ta.|wa
သတ္တိ,sa.ti.,2,သတ်|တိ,sat|ti.
သတ္တိကောင်း,sa.ti.kaung:,3,သတ်|တိ|ကောင်း,sat|ti.|kaung:
သတ္တိကောင်း,sa.ti.kaung:,3,သတ်|တိ|ကောင်း,sat|ti.|kaung:
သတ္တိကြောင်,sa.ti.kraung,3,သတ်|တိ|ကြောင်,sat|ti.|kraung
သတ္တိခဲ,sa.ti.hkai:,3,သတ်|တိ|ခဲ,sat|ti.|hkai:
သတ္တိနည်း,sa.ti.nany:,3,သတ်|တိ|နည်း,sat|ti.|nany:
သတ္တိပြ,sa.ti.pra.,3,သတ်|တိ|ပြ,sat|ti.|pra.
သတ္တိပြောင်,sa.ti.praung,3,သတ်|တိ|ပြောင်,sat|ti.|praung
သတ္တု,sa.tu.,2,သတ်|တု,sat|tu.
သတ္တုကျ,sa.tu.kya.,3,သတ်|တု|ကျ,sat|tu.|kya.
သတ္တုကြော,sa.tu.krau:,3,သတ်|တု|ကြော,sat|tu.|krau:
သတ္တုချ,sa.tu.hkya.,3,သတ်|တု|ချ,sat|tu.|hkya.
သတ္တုစပ်,sa.tu.cap,3,သတ်|တု|စပ်,sat|tu.|cap
သတ္တုဆား,sa.tu.hca:,3,သတ်|တု|ဆား,sat|tu.|hca:
သတ္တုတွင်း,sa.tu.twang:,3,သတ်|တု|တွင်း,sat|tu.|twang:
သတ္တုဗေဒ,sa.tu.beda.,4,သတ်|တု|ဗေ|ဒ,sat|tu.|be|da.
သတ္တုရိုင်း,sa.tu.ruing:,3,သတ်|တု|ရိုင်း,sat|tu.|ruing:
သတ္တုသိုက်,sa.tu.suik,3,သတ်|တု|သိုက်,sat|tu.|suik
သတ္ထန္တရကပ်,sa.hta.ta.ra.kap,5,သတ်|ထန်|တ|ရ|ကပ်,sat|htan|ta.|ra.|kap
သတ်ထုံး,sathtum:,2,သတ်|ထုံး,sat|htum:
သတ်ထူး,sathtu:,2,သတ်|ထူး,sat|htu:
သတ်ပုတ်,satput,2,သတ်|ပုတ်,sat|put
သတ်ဖြတ်,sathprat,2,သတ်|ဖြတ်,sat|hprat
သတ်မှတ်,sathmat,2,သတ်|မှတ်,sat|hmat
သတ်သတ်,satsat,2,သတ်|သတ်,sat|sat
သတ်အင်း,satang:,2,သတ်|အင်း,sat|ang:
သဒ္ဒနိကာယ်,sa.da.ni.kai,4,သဒ်|ဒ|နိ|ကာယ်,sak|da.|ni.|kai
သဒ္ဒဗေဒ,sa.da.beda.,4,သဒ်|ဒ|ဗေ|ဒ,sak|da.|be|da.
သဒ္ဒါ,sa.da,2,သဒ်|ဒါ,sak|da
သဒ္ဒါဆယ်ပါး,sa.dahcaipa:,4,သဒ်|ဒါ|ဆယ်|ပါး,sak|da|hcai|pa:
သဒ္ဒါနက်,sa.danak,3,သဒ်|ဒါ|နက်,sak|da|nak
သဒ္ဒါနည်း,sa.danany:,3,သဒ်|ဒါ|နည်း,sak|da|nany:
သဒ္ဒါရုံ,sa.darum,3,သဒ်|ဒါ|ရုံ,sak|da|rum
သဒ္ဒါလင်္ကာရ,sa.dalangkara.,5,သဒ်|ဒါ|လင်|ကာ|ရ,sak|da|lang|ka|ra.
သဒ္ဓါ,sa.dha,2,သဒ်|ဓါ,sak|dha
သဒ္ဓါကြေး,sa.dhakre:,3,သဒ်|ဓါ|ကြေး,sak|dha|kre:
သဒ္ဓါတရား,sa.dhata.ra:,4,သဒ်|ဓါ|တ|ရား,sak|dha|ta.|ra:
သဒ္ဓါပေါက်,sa.dhapauk,3,သဒ်|ဓါ|ပေါက်,sak|dha|pauk
သန့်စင်,san.cang,2,သန့်|စင်,san.|cang
သန့်ပြန့်,san.pran.,2,သန့်|ပြန့်,san.|pran.
သန့်ရှင်း,san.hrang:,2,သန့်|ရှင်း,san.|hrang:
သန့်သက်ရေ,san.sakre,3,သန့်|သက်|ရေ,san.|sak|re
သန်ကောင်,sankaung,2,သန်|ကောင်,san|kaung
သန်စွမ်း,sancwam:,2,သန်|စွမ်း,san|cwam:
သန္တရသ,sa.ta.ra.sa.,4,သန်|တ|ရ|သ,san|ta.|ra.|sa.
သန္တာ,sa.ta,2,သန်|တာ,san|ta
သန္တာခဲ,sa.tahkai:,3,သန်|တာ|ခဲ,san|ta|hkai:
သန္တာစေ့,sa.tace.,3,သန်|တာ|စေ့,san|ta|ce.
သန္တာပြန်,sa.tapran,3,သန်|တာ|ပြန်,san|ta|pran
သန္တာပြန်,sa.tapran,3,သန်|တာ|ပြန်,san|ta|pran
သန္တာလန်,sa.talan,3,သန်|တာ|လန်,san|ta|lan
သန္တာန်,sa.tan,2,သန်|တာန်,san|tan
သန္တိသုခ,sa.ti.su.hka.,4,သန်|တိ|သု|ခ,san|ti.|su.|hka.
သန်တူ,santu,2,သန်|တူ,san|tu
သန္တေး,sa.te:,2,သန်|တေး,san|te:
သန္ဓိ,sa.dhi.,2,သန်|ဓိ,san|dhi.
သန္ဓေ,sa.dhe,2,သန်|ဓေ,san|dhe
သန္ဓေ,sa.dhe,2,သန်|ဓေ,san|dhe
သန္ဓေကာလ,sa.dhekala.,4,သန်|ဓေ|ကာ|လ,san|dhe|ka|la.
သန္ဓေကာလ,sa.dhekala.,4,သန်|ဓေ|ကာ|လ,san|dhe|ka|la.
သန္ဓေတည်,sa.dhetany,3,သန်|ဓေ|တည်,san|dhe|tany
သန္ဓေတည်,sa.dhetany,3,သန်|ဓေ|တည်,san|dhe|tany
သန္ဓေပါ,sa.dhepa,3,သန်|ဓေ|ပါ,san|dhe|pa
သန္ဓေပါ,sa.dhepa,3,သန်|ဓေ|ပါ,san|dhe|pa
သန္ဓေယူ,sa.dheyu,3,သန်|ဓေ|ယူ,san|dhe|yu
သန္ဓေရှိ,sa.dhehri.,3,သန်|ဓေ|ရှိ,san|dhe|hri.
သန္ဓေသား,sa.dhesa:,3,သန်|ဓေ|သား,san|dhe|sa:
သန္ဓေး,sa.dhe:,2,သန်|ဓေး,san|dhe:
သန္နိပါတ်နာ,sa.ni.patna,4,သန်|နိ|ပါတ်|နာ,san|ni.|pat|na
သန္နိဋ္ဌာန်ချ,sa.ni.htanhkya.,4,သန်|နိဋ်|ဌာန်|ချ,san|ni.|htan|hkya.
သန်ဘက်,sanbhak,2,သန်|ဘက်,san|bhak
သန်ဘက်ခါ,sanbhakhka,3,သန်|ဘက်|ခါ,san|bhak|hka
သန်မာ,sanma,2,သန်|မာ,san|ma
သန်လယ်,sanlai,2,သန်|လယ်,san|lai
သန်လျက်,sanlyak,2,သန်|လျက်,san|lyak
သန်လျက်ခုံ,sanlyakhkum,3,သန်|လျက်|ခုံ,san|lyak|hkum
သန်လျက်စွန်း,sanlyakcwan:,3,သန်|လျက်|စွန်း,san|lyak|cwan:
သန်လျင်း,sanlyang:,2,သန်|လျင်း,san|lyang:
သန်လျင်းချိတ်,sanlyang:hkyit,3,သန်|လျင်း|ချိတ်,san|lyang:|hkyit
သန်းကြေးမ,san:kre:ma.,3,သန်း|ကြေး|မ,san:|kre:|ma.
သန်းခေါင်,san:hkaung,2,သန်း|ခေါင်,san:|hkaung
သန်းခေါင်ကျော်,san:hkaungkyau,3,သန်း|ခေါင်|ကျော်,san:|hkaung|kyau
သန်းခေါင်ကြက်,san:hkaungkrak,3,သန်း|ခေါင်|ကြက်,san:|hkaung|krak
သန်းခေါင်စာရင်း,san:hkaungcarang:,4,သန်း|ခေါင်|စာ|ရင်း,san:|hkaung|ca|rang:
သန်းခေါင်ယံ,san:hkaungyam,3,သန်း|ခေါင်|ယံ,san:|hkaung|yam
သန်းခေါင်သန်းလွဲ,san:hkaungsan:lwai:,4,သန်း|ခေါင်|သန်း|လွဲ,san:|hkaung|san:|lwai:
သန်းတုပ်,san:tup,2,သန်း|တုပ်,san:|tup
သန်းဖျ,san:hpya.,2,သန်း|ဖျ,san:|hpya.
